AnimalName,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous
Donkey,nosebleed,trauma,mild weakness,nose picking,dry air,Yes
Donkey,bleeding from other parts of the body,confusion,nasal discharge,loss of alertness,dizziness and fainting,Yes
Donkey,bad breath,pawing at the face or nose,cough,sneezing,bleeding from the nose,Yes
Donkey,extending its neck,gasping for air,gasping for breath,difficulty swallowing,gasping for breath,Yes
Donkey,difficulty swallowing,cough,difficulty swallowing,gasping for air,extending its neck,Yes
Donkey,cough,gasping for air,weight loss,gasping for breath,extending its neck,Yes
Donkey,weakness,decreased stool production,distended stomach,heavy breathing,restless movement,Yes
Donkey,eye redness,frequent eye infections,crusty eye lashes and matting of eyelashes,foul smelling stools,increased passing gas,Yes
Donkey,excessive eye watering,eye redness,weakness,mucus discharge from the eye,frequent eye infections,Yes
Donkey,sudden death,loss of appetite,rapid heartbeats,fluffed feathers,lack of vocalizations,Yes
Donkey,unable to urinate,lightheadedness,droopiness,rectal bleeding,swollen abdomen,Yes
Donkey,extreme thirst,bloody discharge,loss of appetite,inability to fly,loss of wariness,Yes
Donkey,egg production stops,broody behavior,loss of appetite,weight loss,constipation,Yes
Donkey,nausea,vomiting,loss of appetite,experiencing changes in weight,pain and bloating,Yes
Donkey,burning ache or pain,vomiting,loss of appetite,experiencing changes in weight,pain and bloating,Yes
Donkey,continuous loss of weight,regurgitation of food,wheezing,excessive food intake,undigested seeds,Yes
Donkey,loss of appetite,lathargy,abortion,gurgling sound,depression,Yes
Donkey,fever,mild colic,loss of tail tone,loss of appetite,depression,Yes
Donkey,head tilt,lathargy,lathargy,urine dribbling,inability to rise,Yes
Donkey,fever,loss of appetite,respiratory noise,weight loss,depression,Yes
Donkey,fever,nasal discharge,muscular stiffness,swollen lymph nodes,depression,Yes
Donkey,sweating,muscular spasms,thirst,weight loss,difficulty moving and eating,Yes
Donkey,loss of appetite,high body temperaure,lack of appetite,diarrhea,sudden death,Yes
Deer,weight loss,dull ness,inappetence,self-isolation,recumbency,Yes
Deer,weight loss,dull ness,muscles problem,self-isolation,recumbency,Yes
Deer,changed gait,dull ness,muscles problem,pain,pains,Yes
Deer,changed gait,dull ness,diffuse,difficulty diagnosis,anemia,Yes
Deer,difficulty in breathing,swelling problem,bleeding from wounds,frequent yawning,anorexia,Yes
Deer,undernutrition,drinking polluted water,listlessness,staggering,anorexia,Yes
Deer,wasting,stumbling,fever,drooling,drooping ears,Yes
Deer,feline infections,lymphosarcoma,difficulty breating,stomatitis,anaemia,Yes
Deer,sudden death,high temperature,difficulty breating,aneamia,trembling,Yes
Deer,sudden death,high temperature,difficulty breating,staggering,trembling,Yes
Deer,sudden death,high temperature,rapid pulse and heart rates,depression,trembling,Yes
Deer,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes
Deer,fever,loss of appetite,swollen teats,lameness in affected leg,depression,Yes
Deer,swelling,nasal discharge,drooling,tiredness,fever,Yes
Deer,eye discharges,nasal discharge,change their normal behaviour,high body temperature,lameness,Yes
Deer,stop eating,stop drinking,change their normal behaviour,lameness,pains,Yes
Deer,stop eating,stop drinking,change their normal behaviour,weight loss,pains,Yes
Deer,stop eating,stop drinking,change their normal behaviour,depression,pains,Yes
Cattle,fever,difficulty breathing,thrist and urination,lethargy,sneezing,Yes
Cattle,fever,diarrhea,nasal discharge,lethargy,blue eye,Yes
Cattle,fever,respiratory distress,weekness in the back legs,hyperesthesia,sudden death,Yes
Cattle,ulcers,diarrhea,back pain,tarry stool,enlarged lymph nodes,Yes
Cattle,facial swelling,bloody drool,abdominal pain,unable to eat,lossened teeth,Yes
Cattle,fever,difficulty breathing,reduce energy,weight loss,enlarged lymph nodes or swelling,Yes
Cattle,swelling on leg,painfull,poor appetite,broken bones,nasal discharge,Yes
Cattle,short term lethargy,loss of  appetite,poor appetite,rapid heart rate,week pulse,Yes
Cattle,swollen lymph nodes,difficulty walking,watery stool,lethargy,vaginal discharge,Yes
Cattle,fever,diarrhea,sneezing,stiffness,severe weekness and depression,Yes
Cattle,fever,loss of  appetite,coughing,lameness,swelling of joints,Yes
Cattle,fever,chronic eye inflamation,coughing,lethargy,neurologic abnormalities,Yes
Cattle,fever,swelling of face or leg,coughing,depression,pains,Yes
Cattle,diarrhea with muscus,tensemus,nose bleeds,flatulence,pains,Yes
Cattle,strong cough,runny nose,darkened skin,lethargy,loss of appettite,Yes
Cattle,fever,inflammed eye,sneezing,depression,limping,Yes
Cattle,fever,difficulty breathing,poor appetite,eye and skin change,unable to exercise,Yes
Cattle,fever,loss of  appetite,lession on the skin,lethargy,joint pain,Yes
Cattle,lesions in the nasal cavity,lesions on nose,vomiting,noisy breathing,lesions on nose,Yes
Cattle,hair loss,dandruff,vomiting,crusting of the skin,ulcerated skin,Yes
Cattle,greenish-yellow nasal discharge,lack of pigmentation,vomiting,lethargy,pain on face,Yes
